"Survey Number","Name of State / UT","Latitude","Longitude","Class","Owner"
"613","Haryana","29.0588","76.0856","Non-Agricultural","Falaq Verma"
"999","Himachal Pradesh","31.1048","77.1734","Non-Agricultural","Garima Yadav"
"905","Jammu and Kashmir","33.7782","76.5762","Non-Agricultural","Gauri Agarwal"
"106","Jharkhand","23.6102","85.2799","Non-Agricultural","Himanshi Bhatia"
"888","Karnataka","15.3173","75.7139","Agricultural Area","Inaaya Chopra"
"373","Kerala","10.8505","76.2711","Agricultural Area","Ishan Das"
"221","Ladakh","34.2996","78.2932","Non-Agricultural","Ishita Gupta"
"418","Madhya Pradesh","22.9734","78.6569","Residential Area","Ivaan Jain"
"603","Maharashtra","19.7515","75.7139","Residential Area","Jai Kapoor"
"895","Manipur","24.6637","93.9063","Non-Agricultural","Kaavya Kumar"
"406","Meghalaya","25.467","91.3662","Agricultural Area","Kavya Malhotra"
"433","Mizoram","23.1645","92.9376","Agricultural Area","Kiara Mehta"
"626","Nagaland","26.1584","94.5624","Residential Area","Krisha Nair"
"826","Odisha","20.9517","85.0985","Agricultural Area","Laksh Patel"
"217","Puducherry","11.9416","79.8083","Residential Area","Lisha Prasad"
"357","Punjab","31.1471","75.3412","Non-Agricultural","Maanvi Raj"
"671","Rajasthan","27.0238","74.2179","Non-Agricultural","Maitreyi Shah"
"697","Sikkim","27.533","88.5122","Agricultural Area","Manan Sharma"
"841","Tamil Nadu","11.1271","78.6569","Agricultural Area","Myra Singh"
"128","Telengana","18.1124","79.0193","Non-Agricultural","Naisha Verma"
"367","Tripura","23.9408","91.9882","Residential Area","Navya Yadav"
"963","Uttar Pradesh","26.8467","80.9462","Residential Area","Neev Zakaria"
"798","Uttarakhand","30.0668","79.0193","Non-Agricultural","Niharika Ahluwalia"
"890","West Bengal","22.9868","87.855","Agricultural Area","Ojas Balakrishnan"
"782","Andaman and Nicobar Islands","11.7401","92.6586","Non-Agricultural","Pihu Chandra"
"362","Andhra Pradesh","15.9129","79.74","Agricultural Area","Pranav Das"
"797","Arunachal Pradesh","28.218","94.7278","Residential Area","Prisha Gupta"
"472","Assam","26.2006","92.9376","Non-Agricultural","Rahul Jain"
"209","Bihar","25.0961","85.3131","Residential Area","Ranveer Kapoor"
"600","Chandigarh","30.7333","76.7794","Agricultural Area","Reyansh Kumar"
"278","Chhattisgarh","21.2787","81.8661","Non-Agricultural","Ria Mehta"
"923","Dadra and Nagar Haveli and Daman and Diu","20.1809","73.0169","Residential Area","Rishabh Nair"
"233","Delhi","28.7041","77.1025","Residential Area","Rudra Patel"
"420","Goa","15.2993","74.124","Non-Agricultural","Saachi Raj"
"264","Gujarat","22.2587","71.1924","Residential Area","Saisha Shah"
"245","Haryana","29.0588","76.0856","Residential Area","Samaira Singh"
"387","Himachal Pradesh","31.1048","77.1734","Residential Area","Samridhi Trivedi"
"303","Jammu and Kashmir","33.7782","76.5762","Residential Area","Sanaya Vasudevan"
"451","Jharkhand","23.6102","85.2799","Residential Area","Sarthak Yadav"
"666","Karnataka","15.3173","75.7139","Residential Area","Savi Yadav"
"358","Kerala","10.8505","76.2711","Non-Agricultural","Shiv Chauhan"
"963","Ladakh","34.2996","78.2932","Residential Area","Shloka Chopra"
"672","Madhya Pradesh","22.9734","78.6569","Non-Agricultural","Suhani Deol"
"263","Maharashtra","19.7515","75.7139","Non-Agricultural","Swara Diwan"
"897","Manipur","24.6637","93.9063","Agricultural Area","Tanvi Gupta"
"767","Meghalaya","25.467","91.3662","Non-Agricultural","Trisha Jain"
"341","Mizoram","23.1645","92.9376","Non-Agricultural","Uday Kapoor"
"311","Nagaland","26.1584","94.5624","Residential Area","Urvi Kaur"
"487","Odisha","20.9517","85.0985","Residential Area","Vanya Khan"
"489","Puducherry","11.9416","79.8083","Non-Agricultural","Veer Lal"
"875","Punjab","31.1471","75.3412","Residential Area","Vidhi Mehta"
"401","Rajasthan","27.0238","74.2179","Residential Area","Vihaan Nair"
"139","Sikkim","27.533","88.5122","Agricultural Area","Vivaan Patel"
"168","Tamil Nadu","11.1271","78.6569","Agricultural Area","Vritika Prasad"
"218","Telengana","18.1124","79.0193","Non-Agricultural","Yash Raj"
"842","Tripura","23.9408","91.9882","Non-Agricultural","Yuvraj Shah"
"816","Uttar Pradesh","26.8467","80.9462","Residential Area","Zara Singh"
"647","Uttarakhand","30.0668","79.0193","Residential Area","Aaditya Agarwal"
"608","West Bengal","22.9868","87.855","Agricultural Area","Aadya Bansal"
"733","Andaman and Nicobar Islands","11.7401","92.6586","Non-Agricultural","Aarav Chopra"
"604","Andhra Pradesh","15.9129","79.74","Residential Area","Aarnav Das"
"659","Arunachal Pradesh","28.218","94.7278","Residential Area","Advika Gupta"
"615","Assam","26.2006","92.9376","Residential Area","Ahaan Jain"
"824","Bihar","25.0961","85.3131","Agricultural Area","Aish Qureshi"
"873","Chandigarh","30.7333","76.7794","Residential Area","Sundari Manmohini"
"777","Chhattisgarh","21.2787","81.8661","Residential Area","warya Kapoor"
"271","Dadra and Nagar Haveli and Daman and Diu","20.1809","73.0169","Non-Agricultural","Akhilesh Lal"
"662","Delhi","28.7041","77.1025","Non-Agricultural","Amaira Mehra"
"894","Goa","15.2993","74.124","Non-Agricultural","Anahita Nair"
"698","Gujarat","22.2587","71.1924","Residential Area","Anay Patel"
"752","Haryana","29.0588","76.0856","Residential Area","Anjali Rao"
"731","Himachal Pradesh","31.1048","77.1734","Residential Area","Ansh Sharma"
"192","Jammu and Kashmir","33.7782","76.5762","Non-Agricultural","Anvi Shukla"
"552","Jharkhand","23.6102","85.2799","Agricultural Area","Aria Verma"
"321","Karnataka","15.3173","75.7139","Non-Agricultural","Arihant Agarwal"
"691","Kerala","10.8505","76.2711","Agricultural Area","Ariya Batra"
"897","Ladakh","34.2996","78.2932","Non-Agricultural","Arnav Chopra"
"759","Madhya Pradesh","22.9734","78.6569","Residential Area","Arya Das"
"822","Maharashtra","19.7515","75.7139","Agricultural Area","Avyukt Gupta"
"952","Manipur","24.6637","93.9063","Agricultural Area","Bhavya Jain"
"252","Meghalaya","25.467","91.3662","Residential Area","Chahat Kapoor"
"229","Mizoram","23.1645","92.9376","Residential Area","Daksh Khan"
"447","Nagaland","26.1584","94.5624","Agricultural Area","Darsh Mehta"
"404","Odisha","20.9517","85.0985","Residential Area","Dev Patel"
"911","Puducherry","11.9416","79.8083","Residential Area","Dhriti Rai"
"230","Punjab","31.1471","75.3412","Agricultural Area","Divit Reddy"
"322","Rajasthan","27.0238","74.2179","Residential Area","Eesha Sharma"
"126","Sikkim","27.533","88.5122","Agricultural Area","Ekansh Singh"
"636","Tamil Nadu","11.1271","78.6569","Non-Agricultural","Falaq Verma"
"145","Telengana","18.1124","79.0193","Agricultural Area","Garima Yadav"
"804","Tripura","23.9408","91.9882","Residential Area","Gauri Agarwal"
"976","Uttar Pradesh","26.8467","80.9462","Residential Area","Himanshi Bhatia"
"572","Uttarakhand","30.0668","79.0193","Agricultural Area","Inaaya Chopra"
"613","West Bengal","22.9868","87.855","Agricultural Area","Ishan Das"
"341","Andaman and Nicobar Islands","11.7401","92.6586","Residential Area","Ishita Gupta"
"927","Andhra Pradesh","15.9129","79.74","Agricultural Area","Ivaan Jain"
"114","Arunachal Pradesh","28.218","94.7278","Residential Area","Jai Kapoor"
"452","Assam","26.2006","92.9376","Non-Agricultural","Kaavya Kumar"
"268","Bihar","25.0961","85.3131","Residential Area","Kavya Malhotra"
"366","Chandigarh","30.7333","76.7794","Residential Area","Kiara Mehta"
"803","Chhattisgarh","21.2787","81.8661","Residential Area","Krisha Nair"
"266","Dadra and Nagar Haveli and Daman and Diu","20.1809","73.0169","Residential Area","Laksh Patel"
"690","Delhi","28.7041","77.1025","Agricultural Area","Lisha Prasad"
"448","Goa","15.2993","74.124","Agricultural Area","Maanvi Raj"
"856","Gujarat","22.2587","71.1924","Residential Area","Maitreyi Shah"
"670","Haryana","29.0588","76.0856","Agricultural Area","Manan Sharma"
"701","Himachal Pradesh","31.1048","77.1734","Residential Area","Myra Singh"
"879","Jammu and Kashmir","33.7782","76.5762","Agricultural Area","Naisha Verma"
"297","Jharkhand","23.6102","85.2799","Non-Agricultural","Navya Yadav"
"326","Karnataka","15.3173","75.7139","Agricultural Area","Neev Zakaria"
"743","Kerala","10.8505","76.2711","Agricultural Area","Niharika Ahluwalia"
"280","Ladakh","34.2996","78.2932","Residential Area","Ojas Balakrishnan"
"612","Madhya Pradesh","22.9734","78.6569","Non-Agricultural","Pihu Chandra"
"761","Maharashtra","19.7515","75.7139","Residential Area","Pranav Das"
"227","Manipur","24.6637","93.9063","Non-Agricultural","Prisha Gupta"
"765","Meghalaya","25.467","91.3662","Agricultural Area","Rahul Jain"
"860","Mizoram","23.1645","92.9376","Non-Agricultural","Ranveer Kapoor"
"708","Nagaland","26.1584","94.5624","Agricultural Area","Reyansh Kumar"
"234","Odisha","20.9517","85.0985","Non-Agricultural","Ria Mehta"
"286","Puducherry","11.9416","79.8083","Residential Area","Rishabh Nair"
"917","Punjab","31.1471","75.3412","Residential Area","Rudra Patel"
"344","Rajasthan","27.0238","74.2179","Residential Area","Saachi Raj"
"282","Sikkim","27.533","88.5122","Residential Area","Saisha Shah"
"146","Tamil Nadu","11.1271","78.6569","Residential Area","Samaira Singh"
"176","Telengana","18.1124","79.0193","Agricultural Area","Samridhi Trivedi"
"671","Tripura","23.9408","91.9882","Agricultural Area","Sanaya Vasudevan"
"144","Uttar Pradesh","26.8467","80.9462","Non-Agricultural","Sarthak Yadav"
"728","Uttarakhand","30.0668","79.0193","Non-Agricultural","Savi Yadav"
"517","West Bengal","22.9868","87.855","Agricultural Area","Shiv Chauhan"
"625","Andaman and Nicobar Islands","11.7401","92.6586","Non-Agricultural","Shloka Chopra"
"820","Andhra Pradesh","15.9129","79.74","Residential Area","Suhani Deol"
"611","Arunachal Pradesh","28.218","94.7278","Agricultural Area","Swara Diwan"
"335","Assam","26.2006","92.9376","Agricultural Area","Tanvi Gupta"
"348","Bihar","25.0961","85.3131","Non-Agricultural","Trisha Jain"
"191","Chandigarh","30.7333","76.7794","Agricultural Area","Uday Kapoor"
"688","Chhattisgarh","21.2787","81.8661","Residential Area","Urvi Kaur"
"303","Dadra and Nagar Haveli and Daman and Diu","20.1809","73.0169","Agricultural Area","Vanya Khan"
"962","Delhi","28.7041","77.1025","Residential Area","Veer Lal"
"525","Goa","15.2993","74.124","Residential Area","Vidhi Mehta"
"416","Gujarat","22.2587","71.1924","Agricultural Area","Vihaan Nair"
"516","Haryana","29.0588","76.0856","Agricultural Area","Vivaan Patel"
"925","Himachal Pradesh","31.1048","77.1734","Residential Area","Vritika Prasad"
"211","Jammu and Kashmir","33.7782","76.5762","Residential Area","Yash Raj"
"330","Jharkhand","23.6102","85.2799","Non-Agricultural","Yuvraj Shah"
"456","Karnataka","15.3173","75.7139","Non-Agricultural","Zara Singh"
"492","Kerala","10.8505","76.2711","Residential Area","Aaditya Agarwal"
"222","Ladakh","34.2996","78.2932","Agricultural Area","Aadya Bansal"
"590","Madhya Pradesh","22.9734","78.6569","Residential Area","Aarav Chopra"
"802","Maharashtra","19.7515","75.7139","Residential Area","Aarnav Das"
"796","Manipur","24.6637","93.9063","Residential Area","Advika Gupta"
"224","Meghalaya","25.467","91.3662","Non-Agricultural","Ahaan Jain"
"286","Mizoram","23.1645","92.9376","Non-Agricultural","Aishwarya Kapoor"
"895","Nagaland","26.1584","94.5624","Non-Agricultural","Akhilesh Lal"
"814","Odisha","20.9517","85.0985","Residential Area","Amaira Mehra"
"505","Puducherry","11.9416","79.8083","Agricultural Area","Anahita Nair"
"559","Punjab","31.1471","75.3412","Residential Area","Anay Patel"
"586","Rajasthan","27.0238","74.2179","Residential Area","Anjali Rao"
"558","Sikkim","27.533","88.5122","Residential Area","Ansh Sharma"
"338","Tamil Nadu","11.1271","78.6569","Agricultural Area","Anvi Shukla"
"534","Telengana","18.1124","79.0193","Residential Area","Aria Verma"
"594","Tripura","23.9408","91.9882","Residential Area","Arihant Agarwal"
"790","Uttar Pradesh","26.8467","80.9462","Agricultural Area","Ariya Batra"
"776","Uttarakhand","30.0668","79.0193","Non-Agricultural","Arnav Chopra"
"394","West Bengal","22.9868","87.855","Residential Area","Arya Das"
"592","Andaman and Nicobar Islands","11.7401","92.6586","Non-Agricultural","Avyukt Gupta"
"324","Andhra Pradesh","15.9129","79.74","Residential Area","Bhavya Jain"
"562","Arunachal Pradesh","28.218","94.7278","Non-Agricultural","Chahat Kapoor"
"326","Assam","26.2006","92.9376","Agricultural Area","Daksh Khan"
"244","Bihar","25.0961","85.3131","Residential Area","Darsh Mehta"
"635","Chandigarh","30.7333","76.7794","Non-Agricultural","Dev Patel"
"548","Chhattisgarh","21.2787","81.8661","Non-Agricultural","Dhriti Rai"
"836","Dadra and Nagar Haveli and Daman and Diu","20.1809","73.0169","Residential Area","Divit Reddy"
"159","Delhi","28.7041","77.1025","Non-Agricultural","Eesha Sharma"
"919","Goa","15.2993","74.124","Non-Agricultural","Ekansh Singh"
"104","Gujarat","22.2587","71.1924","Non-Agricultural","Falaq Verma"
"148","Haryana","29.0588","76.0856","Non-Agricultural","Garima Yadav"
"770","Himachal Pradesh","31.1048","77.1734","Non-Agricultural","Gauri Agarwal"
"542","Jammu and Kashmir","33.7782","76.5762","Agricultural Area","Himanshi Bhatia"
"168","Jharkhand","23.6102","85.2799","Agricultural Area","Inaaya Chopra"
"721","Karnataka","15.3173","75.7139","Residential Area","Ishan Das"
"839","Kerala","10.8505","76.2711","Non-Agricultural","Ishita Gupta"
"348","Ladakh","34.2996","78.2932","Non-Agricultural","Ivaan Jain"
"514","Madhya Pradesh","22.9734","78.6569","Residential Area","Jai Kapoor"
"234","Maharashtra","19.7515","75.7139","Agricultural Area","Kaavya Kumar"
"284","Manipur","24.6637","93.9063","Residential Area","Kavya Malhotra"
"742","Meghalaya","25.467","91.3662","Agricultural Area","Kiara Mehta"
"680","Mizoram","23.1645","92.9376","Residential Area","Krisha Nair"
"254","Nagaland","26.1584","94.5624","Residential Area","Laksh Patel"
"325","Odisha","20.9517","85.0985","Agricultural Area","Lisha Prasad"
"359","Puducherry","11.9416","79.8083","Residential Area","Maanvi Raj"
"603","Punjab","31.1471","75.3412","Residential Area","Maitreyi Shah"
"497","Rajasthan","27.0238","74.2179","Agricultural Area","Manan Sharma"
"658","Sikkim","27.533","88.5122","Residential Area","Myra Singh"
"672","Tamil Nadu","11.1271","78.6569","Agricultural Area","Naisha Verma"
"587","Telengana","18.1124","79.0193","Agricultural Area","Navya Yadav"
"237","Tripura","23.9408","91.9882","Agricultural Area","Neev Zakaria"
"363","Uttar Pradesh","26.8467","80.9462","Residential Area","Niharika Ahluwalia"
"817","Uttarakhand","30.0668","79.0193","Residential Area","Ojas Balakrishnan"
"980","West Bengal","22.9868","87.855","Agricultural Area","Pihu Chandra"
"209","Andaman and Nicobar Islands","11.7401","92.6586","Residential Area","Pranav Das"
"397","Andhra Pradesh","15.9129","79.74","Agricultural Area","Prisha Gupta"
"688","Arunachal Pradesh","28.218","94.7278","Residential Area","Rahul Jain"
"332","Assam","26.2006","92.9376","Non-Agricultural","Ranveer Kapoor"
"275","Bihar","25.0961","85.3131","Non-Agricultural","Reyansh Kumar"
"787","Chandigarh","30.7333","76.7794","Agricultural Area","Ria Mehta"
"724","Chhattisgarh","21.2787","81.8661","Agricultural Area","Rishabh Nair"
"744","Dadra and Nagar Haveli and Daman and Diu","20.1809","73.0169","Non-Agricultural","Rudra Patel"
"462","Delhi","28.7041","77.1025","Agricultural Area","Saachi Raj"
"946","Goa","15.2993","74.124","Agricultural Area","Saisha Shah"
"860","Gujarat","22.2587","71.1924","Non-Agricultural","Samaira Singh"
"114","Haryana","29.0588","76.0856","Non-Agricultural","Samridhi Trivedi"
"951","Himachal Pradesh","31.1048","77.1734","Non-Agricultural","Sanaya Vasudevan"
"829","Jammu and Kashmir","33.7782","76.5762","Non-Agricultural","Sarthak Yadav"
"127","Jharkhand","23.6102","85.2799","Agricultural Area","Savi Yadav"
"694","Karnataka","15.3173","75.7139","Non-Agricultural","Shiv Chauhan"
"910","Kerala","10.8505","76.2711","Non-Agricultural","Shloka Chopra"
"952","Ladakh","34.2996","78.2932","Agricultural Area","Suhani Deol"
"928","Madhya Pradesh","22.9734","78.6569","Non-Agricultural","Swara Diwan"
"761","Maharashtra","19.7515","75.7139","Agricultural Area","Tanvi Gupta"
"272","Manipur","24.6637","93.9063","Residential Area","Trisha Jain"
"549","Meghalaya","25.467","91.3662","Non-Agricultural","Uday Kapoor"
"584","Mizoram","23.1645","92.9376","Non-Agricultural","Urvi Kaur"
"937","Nagaland","26.1584","94.5624","Agricultural Area","Vanya Khan"
"475","Odisha","20.9517","85.0985","Non-Agricultural","Veer Lal"
"264","Puducherry","11.9416","79.8083","Non-Agricultural","Vidhi Mehta"
"469","Punjab","31.1471","75.3412","Residential Area","Vihaan Nair"
"596","Rajasthan","27.0238","74.2179","Agricultural Area","Vivaan Patel"
"654","Sikkim","27.533","88.5122","Residential Area","Vritika Prasad"
"907","Tamil Nadu","11.1271","78.6569","Non-Agricultural","Yash Raj"
"764","Telangana","18.1124","79.0193","Residential Area","Yuvraj Shah"
"119","Tripura","23.9408","91.9882","Agricultural Area","Zara Singh"
"430","Uttar Pradesh","26.8467","80.9462","Agricultural Area","Aaditya Agarwal"
"764","Uttarakhand","30.0668","79.0193","Residential Area","Aadya Bansal"
"651","West Bengal","22.9868","87.855","Non-Agricultural","Aarav Chopra"
"127","Andaman and Nicobar Islands","11.7401","92.6586","Agricultural Area","Aarnav Das"
"935","Andhra Pradesh","15.9129","79.74","Agricultural Area","Advika Gupta"
"981","Arunachal Pradesh","28.218","94.7278","Residential Area","Ahaan Jain"
"112","Assam","26.2006","92.9376","Agricultural Area","Aishwarya Kapoor"
"743","Bihar","25.0961","85.3131","Agricultural Area","Akhilesh Lal"
"149","Chandigarh","30.7333","76.7794","Residential Area","Amaira Mehra"
"336","Chhattisgarh","21.2787","81.8661","Residential Area","Anahita Nair"
"898","Dadra and Nagar Haveli and Daman and Diu","20.1809","73.0169","Non-Agricultural","Anay Patel"
"674","Delhi","28.7041","77.1025","Agricultural Area","Anjali Rao"
"399","Goa","15.2993","74.124","Agricultural Area","Ansh Sharma"
"248","Gujarat","22.2587","71.1924","Agricultural Area","Anvi Shukla"
"350","Haryana","29.0588","76.0856","Agricultural Area","Aria Verma"
"357","Himachal Pradesh","31.1048","77.1734","Non-Agricultural","Arihant Agarwal"
"642","Jammu and Kashmir","33.7782","76.5762","Residential Area","Ariya Batra"
"940","Jharkhand","23.6102","85.2799","Non-Agricultural","Arnav Chopra"
"525","Karnataka","15.3173","75.7139","Agricultural Area","Arya Das"
"791","Kerala","10.8505","76.2711","Non-Agricultural","Avyukt Gupta"
"829","Ladakh","34.2996","78.2932","Residential Area","Bhavya Jain"
"593","Madhya Pradesh","22.9734","78.6569","Agricultural Area","Chahat Kapoor"
"616","Maharashtra","19.7515","75.7139","Residential Area","Daksh Khan"
"828","Manipur","24.6637","93.9063","Non-Agricultural","Darsh Mehta"
"743","Meghalaya","25.467","91.3662","Residential Area","Dev Patel"
"918","Mizoram","23.1645","92.9376","Non-Agricultural","Dhriti Rai"
"982","Nagaland","26.1584","94.5624","Agricultural Area","Divit Reddy"
"502","Odisha","20.9517","85.0985","Non-Agricultural","Eesha Sharma"
"643","Puducherry","11.9416","79.8083","Non-Agricultural","Ekansh Singh"
"166","Punjab","31.1471","75.3412","Residential Area","Falaq Verma"
"103","Rajasthan","27.0238","74.2179","Agricultural Area","Garima Yadav"
"381","Sikkim","27.533","88.5122","Residential Area","Gauri Agarwal"
"509","Tamil Nadu","11.1271","78.6569","Agricultural Area","Himanshi Bhatia"
"152","Telangana","18.1124","79.0193","Residential Area","Inaaya Chopra"
"277","Tripura","23.9408","91.9882","Agricultural Area","Ishan Das"
"461","Uttar Pradesh","26.8467","80.9462","Non-Agricultural","Ishita Gupta"
"703","Uttarakhand","30.0668","79.0193","Non-Agricultural","Ivaan Jain"
"555","West Bengal","22.9868","87.855","Residential Area","Jai Kapoor"
"602","Andaman and Nicobar Islands","11.7401","92.6586","Non-Agricultural","Kaavya Kumar"
"346","Andhra Pradesh","15.9129","79.74","Agricultural Area","Kavya Malhotra"
"255","Arunachal Pradesh","28.218","94.7278","Agricultural Area","Kiara Mehta"
"596","Assam","26.2006","92.9376","Agricultural Area","Krisha Nair"
"315","Bihar","25.0961","85.3131","Non-Agricultural","Laksh Patel"
"411","Chandigarh","30.7333","76.7794","Agricultural Area","Lisha Prasad"
"769","Chhattisgarh","21.2787","81.8661","Agricultural Area","Maanvi Raj"
"925","Dadra and Nagar Haveli and Daman and Diu","20.1809","73.0169","Agricultural Area","Maitreyi Shah"
"733","Delhi","28.7041","77.1025","Residential Area","Manan Sharma"
"648","Goa","15.2993","74.124","Non-Agricultural","Myra Singh"
"336","Gujarat","22.2587","71.1924","Residential Area","Naisha Verma"
"596","Haryana","29.0588","76.0856","Non-Agricultural","Navya Yadav"
"221","Himachal Pradesh","31.1048","77.1734","Agricultural Area","Neev Zakaria"
"874","Jammu and Kashmir","33.7782","76.5762","Agricultural Area","Niharika Ahluwalia"
"498","Jharkhand","23.6102","85.2799","Agricultural Area","Ojas Balakrishnan"
"516","Karnataka","15.3173","75.7139","Non-Agricultural","Pihu Chandra"
"297","Kerala","10.8505","76.2711","Non-Agricultural","Pranav Das"
"680","Ladakh","34.2996","78.2932","Agricultural Area","Prisha Gupta"
"511","Madhya Pradesh","22.9734","78.6569","Non-Agricultural","Rahul Jain"
"792","Maharashtra","19.7515","75.7139","Agricultural Area","Ranveer Kapoor"
"676","Manipur","24.6637","93.9063","Non-Agricultural","Reyansh Kumar"
"737","Meghalaya","25.467","91.3662","Agricultural Area","Ria Mehta"
"202","Mizoram","23.1645","92.9376","Agricultural Area","Rishabh Nair"
"634","Nagaland","26.1584","94.5624","Non-Agricultural","Rudra Patel"
"709","Odisha","20.9517","85.0985","Agricultural Area","Saachi Raj"
"131","Puducherry","11.9416","79.8083","Non-Agricultural","Saisha Shah"
"311","Punjab","31.1471","75.3412","Non-Agricultural","Samaira Singh"
"456","Rajasthan","27.0238","74.2179","Residential Area","Samridhi Trivedi"
"589","Sikkim","27.533","88.5122","Non-Agricultural","Sanaya Vasudevan"
"502","Tamil Nadu","11.1271","78.6569","Non-Agricultural","Sarthak Yadav"
"801","Telangana","18.1124","79.0193","Non-Agricultural","Savi Yadav"
"547","Tripura","23.9408","91.9882","Agricultural Area","Shiv Chauhan"
"458","Uttar Pradesh","26.8467","80.9462","Residential Area","Shloka Chopra"
"824","Uttarakhand","30.0668","79.0193","Residential Area","Suhani Deol"
"248","West Bengal","22.9868","87.855","Residential Area","Swara Diwan"
"813","Andaman and Nicobar Islands","11.7401","92.6586","Agricultural Area","Tanvi Gupta"
"193","Andhra Pradesh","15.9129","79.74","Agricultural Area","Trisha Jain"
"969","Arunachal Pradesh","28.218","94.7278","Residential Area","Uday Kapoor"
"864","Assam","26.2006","92.9376","Residential Area","Urvi Kaur"
"477","Bihar","25.0961","85.3131","Residential Area","Vanya Khan"
"611","Chandigarh","30.7333","76.7794","Non-Agricultural","Veer Lal"
"259","Chhattisgarh","21.2787","81.8661","Non-Agricultural","Vidhi Mehta"
"291","Dadra and Nagar Haveli and Daman and Diu","20.1809","73.0169","Residential Area","Vihaan Nair"
"293","Delhi","28.7041","77.1025","Non-Agricultural","Vivaan Patel"
"376","Goa","15.2993","74.124","Non-Agricultural","Vritika Prasad"
"331","Gujarat","22.2587","71.1924","Residential Area","Yash Raj"
"863","Haryana","29.0588","76.0856","Non-Agricultural","Yuvraj Shah"
"476","Himachal Pradesh","31.1048","77.1734","Residential Area","Zara Singh"
"248","Jammu and Kashmir","33.7782","76.5762","Residential Area","Aaditya Agarwal"
"366","Jharkhand","23.6102","85.2799","Non-Agricultural","Aadya Bansal"
"573","Karnataka","15.3173","75.7139","Agricultural Area","Aarav Chopra"
"829","Kerala","10.8505","76.2711","Residential Area","Aarnav Das"
"862","Ladakh","34.2996","78.2932","Non-Agricultural","Advika Gupta"
"252","Madhya Pradesh","22.9734","78.6569","Non-Agricultural","Ahaan Jain"
"876","Maharashtra","19.7515","75.7139","Residential Area","Aishwarya Kapoor"
"716","Manipur","24.6637","93.9063","Residential Area","Akhilesh Lal"
"787","Meghalaya","25.467","91.3662","Non-Agricultural","Amaira Mehra"
"430","Mizoram","23.1645","92.9376","Non-Agricultural","Anahita Nair"
"815","Nagaland","26.1584","94.5624","Non-Agricultural","Anay Patel"
"577","Odisha","20.9517","85.0985","Agricultural Area","Anjali Rao"
"690","Puducherry","11.9416","79.8083","Agricultural Area","Ansh Sharma"
"143","Punjab","31.1471","75.3412","Agricultural Area","Anvi Shukla"
"124","Rajasthan","27.0238","74.2179","Non-Agricultural","Aria Verma"
"877","Sikkim","27.533","88.5122","Agricultural Area","Arihant Agarwal"
"228","Tamil Nadu","11.1271","78.6569","Agricultural Area","Ariya Batra"
"283","Telangana","18.1124","79.0193","Agricultural Area","Arnav Chopra"
"393","Tripura","23.9408","91.9882","Agricultural Area","Arya Das"
"210","Uttar Pradesh","26.8467","80.9462","Residential Area","Avyukt Gupta"
"128","Uttarakhand","30.0668","79.0193","Agricultural Area","Bhavya Jain"
"575","West Bengal","22.9868","87.855","Residential Area","Chahat Kapoor"
"809","Andaman and Nicobar Islands","11.7401","92.6586","Residential Area","Daksh Khan"
"127","Andhra Pradesh","15.9129","79.74","Agricultural Area","Darsh Mehta"
"156","Arunachal Pradesh","28.218","94.7278","Non-Agricultural","Dev Patel"
"662","Assam","26.2006","92.9376","Non-Agricultural","Dhriti Rai"
"590","Bihar","25.0961","85.3131","Residential Area","Divit Reddy"
"758","Chandigarh","30.7333","76.7794","Agricultural Area","Eesha Sharma"
"309","Chhattisgarh","21.2787","81.8661","Residential Area","Ekansh Singh"
"654","Dadra and Nagar Haveli and Daman and Diu","20.1809","73.0169","Residential Area","Falaq Verma"
"988","Delhi","28.7041","77.1025","Agricultural Area","Garima Yadav"
"909","Goa","15.2993","74.124","Agricultural Area","Gauri Agarwal"
"983","Gujarat","22.2587","71.1924","Residential Area","Himanshi B"
"547","Haryana","29.0588","76.0856","Agricultural Area","Punjabi Munddi"
"616","Himachal Pradesh","31.1048","77.1734","Agricultural Area","hatia"
"857","Jammu and Kashmir","33.7782","76.5762","Agricultural Area","Inaaya Chopra"
"390","Jharkhand","23.6102","85.2799","Residential Area","Ishan Das"
"552","Karnataka","15.3173","75.7139","Agricultural Area","Ishita Gupta"
"474","Kerala","10.8505","76.2711","Non-Agricultural","Ivaan Jain"
"646","Ladakh","34.2996","78.2932","Non-Agricultural","Jai Kapoor"
"132","Madhya Pradesh","22.9734","78.6569","Residential Area","Kaavya Kumar"
"756","Maharashtra","19.7515","75.7139","Non-Agricultural","Kavya Malhotra"
"371","Manipur","24.6637","93.9063","Residential Area","Kiara Mehta"
"961","Meghalaya","25.467","91.3662","Residential Area","Krisha Nair"
"492","Mizoram","23.1645","92.9376","Non-Agricultural","Laksh Patel"
"373","Nagaland","26.1584","94.5624","Agricultural Area","Lisha Prasad"
"850","Odisha","20.9517","85.0985","Agricultural Area","Maanvi Raj"
"178","Puducherry","11.9416","79.8083","Agricultural Area","Maitreyi Shah"
"750","Punjab","31.1471","75.3412","Residential Area","Manan Sharma"
"696","Rajasthan","27.0238","74.2179","Agricultural Area","Myra Singh"
"428","Sikkim","27.533","88.5122","Residential Area","Naisha Verma"
"998","Tamil Nadu","11.1271","78.6569","Non-Agricultural","Navya Yadav"
"869","Telangana","18.1124","79.0193","Non-Agricultural","Neev Zakaria"
